酒蔵,ブランド,商品名,メイン表採否,除外理由,ブランド史,個別商品の歴史,根拠区分,根拠URL,公開ページ日,ページ更新日,根拠抜粋,調査日
金光酒造,賀茂金秀,賀茂金秀 特別純米,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で公式商品ページに現行品として掲載され、特別純米、使用米 赤磐雄町 / 八反錦、精米歩合 50% / 60%の設計で展開されている。,現行商品位置づけ,https://www.kamokin.com/line_up/regular.html,,,純米大吟醸35 原材料名／米（国産） 米こうじ（国産米） 使用米／兵庫県東条産山田錦 精米歩合／35％ アルコール分／16度 高品質の酒米を使用したバランスの良いプレミアムなお酒。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 特別純米 秋あがり,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,定番の特別純米をひと夏熟成させた秋季派生商品として展開される「秋あがり」。新酒期の商品とは別に、熟成による丸みを秋に味わう季節ラインである。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 特別純米13,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で現行の流通・商品ページに現行品として掲載され、特別純米、使用米 赤磐雄町 / 八反錦、精米歩合 50% / 60%の設計で展開されている。,現行商品位置づけ,https://j-s-p.or.jp/kuramoto/kanemitsu,,,JSPとは 記事一覧 特集 JSP 地酒情報 加盟蔵元一覧 TOP JSPとは 記事一覧 特集 JSP 地酒情報 加盟蔵元一覧 JSPトップ 加盟蔵元一覧 蔵元情報 金光酒造合資会社 創業1880年。 | 桜吹雪銘柄で低価格酒を中心に販売していたが、 2003年から「賀茂金秀」を立ち上げて、 純米酒を中心に「こころに残る おいしいを求めて」をキャッチフレーズに酒造に勤しんでいる。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米 お燗酒,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,燗酒での飲用を主目的に設計した季節限定の純米酒。冷酒中心の商品とは別に、秋冬の温度帯で旨味を引き出すラインとして賀茂金秀の季節商品群を構成している。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米しぼりたて生,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,その酒造年度で最初に搾る純米新酒として位置づけられ、毎年11月下旬から販売されるしぼりたて生酒。賀茂金秀の新酒シーズンを告げる限定商品である。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米吟醸 愛山,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,酒米・愛山を使う限定純米吟醸として毎年10月中旬から販売される秋季商品。定番の雄町純米吟醸とは異なる酒米の個性を季節限定で表現するラインである。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米吟醸 雄町,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 麹米：赤磐雄町 / 掛米：雄町、精米歩合 50%の設計で展開されている。,現行商品位置づけ,https://www.kamokin.com/line_up/regular.html,,,純米大吟醸35 原材料名／米（国産） 米こうじ（国産米） 使用米／兵庫県東条産山田錦 精米歩合／35％ アルコール分／16度 高品質の酒米を使用したバランスの良いプレミアムなお酒。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米大吟醸35,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 東条産山田錦、精米歩合 35%の設計で展開されている。,現行商品位置づけ,https://www.kamokin.com/line_up/regular.html,,,純米大吟醸35 原材料名／米（国産） 米こうじ（国産米） 使用米／兵庫県東条産山田錦 精米歩合／35％ アルコール分／16度 高品質の酒米を使用したバランスの良いプレミアムなお酒。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 純米大吟醸40,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 千本錦、精米歩合 40%の設計で展開されている。,現行商品位置づけ,https://www.kamokin.com/line_up/regular.html,,,純米大吟醸35 原材料名／米（国産） 米こうじ（国産米） 使用米／兵庫県東条産山田錦 精米歩合／35％ アルコール分／16度 高品質の酒米を使用したバランスの良いプレミアムなお酒。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 辛口夏純,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,夏向けの辛口純米として季節限定で展開される商品。賀茂金秀の定番辛口系を暑い時期の飲用に合わせた軽快な夏酒として現行ラインに組み込まれている。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 辛口特別純米,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,2026-09-06時点で公式商品ページに現行品として掲載され、特別純米、使用米 赤磐雄町 / 八反錦、精米歩合 50% / 60%の設計で展開されている。,現行商品位置づけ,https://www.kamokin.com/line_up/regular.html,,,純米大吟醸35 原材料名／米（国産） 米こうじ（国産米） 使用米／兵庫県東条産山田錦 精米歩合／35％ アルコール分／16度 高品質の酒米を使用したバランスの良いプレミアムなお酒。,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 麗酸 雄町60,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,雄町を60%まで磨き、リンゴ酸を多く生み出す酵母を使って酸を主役に設計した限定酒。毎年7月下旬から販売される夏後半の季節商品として展開されている。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
